"","id","city"
"1","110000","北京市"
"2","110101","东城区"
"3","110102","西城区"
"4","110105","朝阳区"
"5","110106","丰台区"
"6","110107","石景山区"
"7","110108","海淀区"
"8","110109","门头沟区"
"9","110111","房山区"
"10","110112","通州区"
"11","110113","顺义区"
"12","110114","昌平区"
"13","110115","大兴区"
"14","110116","怀柔区"
"15","110117","平谷区"
"16","110228","密云县"
"17","110229","延庆县"
"18","120000","天津市"
"19","120101","和平区"
"20","120102","河东区"
"21","120103","河西区"
"22","120104","南开区"
"23","120105","河北区"
"24","120106","红桥区"
"25","120110","东丽区"
"26","120111","西青区"
"27","120112","津南区"
"28","120113","北辰区"
"29","120114","武清区"
"30","120115","宝坻区"
"31","120116","滨海新区"
"32","120221","宁河县"
"33","120223","静海县"
"34","120225","蓟县"
"35","130000","河北省"
"36","130100","石家庄市"
"37","130102","长安区"
"38","130103","桥东区"
"39","130104","桥西区"
"40","130105","新华区"
"41","130107","井陉矿区"
"42","130108","裕华区"
"43","130121","井陉县"
"44","130123","正定县"
"45","130124","栾城县"
"46","130125","行唐县"
"47","130126","灵寿县"
"48","130127","高邑县"
"49","130128","深泽县"
"50","130129","赞皇县"
"51","130130","无极县"
"52","130131","平山县"
"53","130132","元氏县"
"54","130133","赵县"
"55","130181","辛集市"
"56","130182","藁城市"
"57","130183","晋州市"
"58","130184","新乐市"
"59","130185","鹿泉市"
"60","130200","唐山市"
"61","130202","路南区"
"62","130203","路北区"
"63","130204","古冶区"
"64","130205","开平区"
"65","130207","丰南区"
"66","130208","丰润区"
"67","130223","滦县"
"68","130224","滦南县"
"69","130225","乐亭县"
"70","130227","迁西县"
"71","130229","玉田县"
"72","130230","唐海县"
"73","130281","遵化市"
"74","130283","迁安市"
"75","130300","秦皇岛市"
"76","130302","海港区"
"77","130303","山海关区"
"78","130304","北戴河区"
"79","130321","青龙满族自治县"
"80","130322","昌黎县"
"81","130323","抚宁县"
"82","130324","卢龙县"
"83","130400","邯郸市"
"84","130402","邯山区"
"85","130403","丛台区"
"86","130404","复兴区"
"87","130406","峰峰矿区"
"88","130421","邯郸县"
"89","130423","临漳县"
"90","130424","成安县"
"91","130425","大名县"
"92","130426","涉县"
"93","130427","磁县"
"94","130428","肥乡县"
"95","130429","永年县"
"96","130430","邱县"
"97","130431","鸡泽县"
"98","130432","广平县"
"99","130433","馆陶县"
"100","130434","魏县"
"101","130435","曲周县"
"102","130481","武安市"
"103","130500","邢台市"
"104","130502","桥东区"
"105","130503","桥西区"
"106","130521","邢台县"
"107","130522","临城县"
"108","130523","内丘县"
"109","130524","柏乡县"
"110","130525","隆尧县"
"111","130526","任县"
"112","130527","南和县"
"113","130528","宁晋县"
"114","130529","巨鹿县"
"115","130530","新河县"
"116","130531","广宗县"
"117","130532","平乡县"
"118","130533","威县"
"119","130534","清河县"
"120","130535","临西县"
"121","130581","南宫市"
"122","130582","沙河市"
"123","130600","保定市"
"124","130602","新市区"
