"","id","city"
"1","110000","北京市"
"2","110101","<U+00A0><U+00A0><U+00A0> 
      东城区"
"3","110102","<U+00A0><U+00A0><U+00A0> 
      西城区"
"4","110105","<U+00A0><U+00A0><U+00A0> 
      朝阳区"
"5","110106","<U+00A0><U+00A0><U+00A0> 
      丰台区"
"6","110107","<U+00A0><U+00A0><U+00A0> 
      石景山区"
"7","110108","<U+00A0><U+00A0><U+00A0> 
      海淀区"
"8","110109","<U+00A0><U+00A0><U+00A0> 
      门头沟区"
"9","110111","<U+00A0><U+00A0><U+00A0> 
      房山区"
"10","110112","<U+00A0><U+00A0><U+00A0> 
      通州区"
"11","110113","<U+00A0><U+00A0><U+00A0> 
      顺义区"
"12","110114","<U+00A0><U+00A0><U+00A0> 
      昌平区"
"13","110115","<U+00A0><U+00A0><U+00A0> 
      大兴区"
"14","110116","<U+00A0><U+00A0><U+00A0> 
      怀柔区"
"15","110117","<U+00A0><U+00A0><U+00A0> 
      平谷区"
"16","110118","<U+00A0><U+00A0><U+00A0> 
      密云区"
"17","110119","<U+00A0><U+00A0><U+00A0> 
      延庆区"
"18","120000","天津市"
"19","120101","<U+00A0><U+00A0><U+00A0> 
      和平区"
"20","120102","<U+00A0><U+00A0><U+00A0> 
      河东区"
"21","120103","<U+00A0><U+00A0><U+00A0> 
      河西区"
"22","120104","<U+00A0><U+00A0><U+00A0> 
      南开区"
"23","120105","<U+00A0><U+00A0><U+00A0> 
      河北区"
"24","120106","<U+00A0><U+00A0><U+00A0> 
      红桥区"
"25","120110","<U+00A0><U+00A0><U+00A0> 
      东丽区"
"26","120111","<U+00A0><U+00A0><U+00A0> 
      西青区"
"27","120112","<U+00A0><U+00A0><U+00A0> 
      津南区"
"28","120113","<U+00A0><U+00A0><U+00A0> 
      北辰区"
"29","120114","<U+00A0><U+00A0><U+00A0> 
      武清区"
"30","120115","<U+00A0><U+00A0><U+00A0> 
      宝坻区"
"31","120116","<U+00A0><U+00A0><U+00A0> 
      滨海新区"
